"","ASV","ISO","values"
"12758","ASV1637","LBH4_1492r",1
"12759","ASV1637","LBH6_1492r",1
"12760","ASV1637","LWH2_1492r",1
"12761","ASV1637","LWH6_1492r",1
"12762","ASV1637","LWO4_1492r",1
"12763","ASV1637","LTA5_1492r",1
"12764","ASV1638","LBH1_1492r",1
"12765","ASV1638","LBH4_1492r",1
"12766","ASV1638","LBH6_1492r",1
"12767","ASV1638","LWH2_1492r",1
"12768","ASV1638","LWH6_1492r",1
"12769","ASV1638","LWO4_1492r",1
"12770","ASV1638","LAT1_1492r",1
"12771","ASV1638","LTA5_1492r",1
"12772","ASV1638","LSP13_27f",0.986842105263158
"12773","ASV1638","LSP13_1492r",0.986842105263158
"12774","ASV1638","LMA1_1492r",0.986842105263158
"12775","ASV1638","LMC3_1492r",0.986842105263158
"12776","ASV1638","LBH2_1492r",0.986842105263158
"12777","ASV1638","LBH3_1492r",0.986842105263158
"12778","ASV1638","LBH7_1492r",0.986842105263158
"12779","ASV1638","LBO4_1492r",0.986842105263158
"12780","ASV1638","LBO6_1492r",0.986842105263158
"12781","ASV1638","LWH4_1492r",0.986842105263158
"12782","ASV1638","LWH8_1492r",0.986842105263158
"12783","ASV1638","LWH9_1492r",0.986842105263158
"12784","ASV1638","LWS12_1492r",0.986842105263158
"12785","ASV1638","LWS2_1492r",0.984210526315789
"12786","ASV1639","LBH1_1492r",1
"12787","ASV1639","LBH4_1492r",1
"12788","ASV1639","LBH6_1492r",1
"12789","ASV1639","LWH2_1492r",1
"12790","ASV1639","LWH6_1492r",1
"12791","ASV1639","LWO4_1492r",1
"12792","ASV1639","LTA5_1492r",1
"12793","ASV1640","LBH1_1492r",1
"12794","ASV1640","LBH4_1492r",1
"12795","ASV1640","LBH6_1492r",1
"12796","ASV1640","LWH2_1492r",1
"12797","ASV1640","LWH6_1492r",1
"12798","ASV1640","LWO4_1492r",1
"12799","ASV1640","LTA5_1492r",1
"12800","ASV1641","LBH1_1492r",1
"12801","ASV1641","LBH4_1492r",1
"12802","ASV1641","LBH6_1492r",1
"12803","ASV1641","LWH2_1492r",1
"12804","ASV1641","LWH6_1492r",1
"12805","ASV1641","LWO4_1492r",1
"12806","ASV1641","LTA5_1492r",1
"12807","ASV1642","LBH1_1492r",1
"12808","ASV1642","LBH4_1492r",1
"12809","ASV1642","LBH6_1492r",1
"12810","ASV1642","LWH2_1492r",1
"12811","ASV1642","LWH6_1492r",1
"12812","ASV1642","LWO4_1492r",1
"12813","ASV1642","LTA5_1492r",1
"12814","ASV1643","LBH1_1492r",1
"12815","ASV1643","LBH4_1492r",1
"12816","ASV1643","LBH6_1492r",1
"12817","ASV1643","LWH2_1492r",1
"12818","ASV1643","LWH6_1492r",1
"12819","ASV1643","LWO4_1492r",1
"12820","ASV1643","LTA5_1492r",1
"12821","ASV1644","LBH1_1492r",1
"12822","ASV1644","LBH4_1492r",1
"12823","ASV1644","LBH6_1492r",1
"12824","ASV1644","LWH2_1492r",1
"12825","ASV1644","LWH6_1492r",1
"12826","ASV1644","LWO4_1492r",1
"12827","ASV1644","LTA5_1492r",1
"12828","ASV1645","LBH1_1492r",1
"12829","ASV1645","LBH4_1492r",1
"12830","ASV1645","LBH6_1492r",1
"12831","ASV1645","LWH2_1492r",1
"12832","ASV1645","LWH6_1492r",1
"12833","ASV1645","LWO4_1492r",1
"12834","ASV1645","LTA5_1492r",1
"12835","ASV1646","LBH1_1492r",1
"12836","ASV1646","LBH4_1492r",1
"12837","ASV1646","LBH6_1492r",1
"12838","ASV1646","LWH2_1492r",1
"12839","ASV1646","LWH6_1492r",1
"12840","ASV1646","LWO4_1492r",1
"12841","ASV1646","LTA5_1492r",1
"12842","ASV1647","LBH1_1492r",1
"12843","ASV1647","LBH4_1492r",1
"12844","ASV1647","LBH6_1492r",1
"12845","ASV1647","LWH2_1492r",1
"12846","ASV1647","LWH6_1492r",1
"12847","ASV1647","LWO4_1492r",1
"12848","ASV1647","LAT1_1492r",1
"12849","ASV1647","LTA5_1492r",1
"12850","ASV1648","LBH1_1492r",1
"12851","ASV1648","LBH4_1492r",1
"12852","ASV1648","LBH6_1492r",1
"12853","ASV1648","LWH2_1492r",1
"12854","ASV1648","LWH6_1492r",1
"12855","ASV1648","LWO4_1492r",1
"12856","ASV1648","LTA5_1492r",1
"12857","ASV1649","LBH1_1492r",1
"12858","ASV1649","LBH4_1492r",1
"12859","ASV1649","LBH6_1492r",1
"12860","ASV1649","LWH2_1492r",1
"12861","ASV1649","LWH6_1492r",1
"12862","ASV1649","LWO4_1492r",1
"12863","ASV1649","LTA5_1492r",1
"12864","ASV1650","LBH1_1492r",1
"12865","ASV1650","LBH4_1492r",1
"12866","ASV1650","LBH6_1492r",1
"12867","ASV1650","LWH2_1492r",1
"12868","ASV1650","LWH6_1492r",1
"12869","ASV1650","LWO4_1492r",1
"12870","ASV1650","LTA5_1492r",1
"12871","ASV1651","LBH1_1492r",1
"12872","ASV1651","LBH4_1492r",1
"12873","ASV1651","LBH6_1492r",1
"12874","ASV1651","LWH2_1492r",1
"12875","ASV1651","LWH6_1492r",1
"12876","ASV1651","LWO4_1492r",1
"12877","ASV1651","LTA5_1492r",1
"12878","ASV1652","LBH1_1492r",1
"12879","ASV1652","LBH4_1492r",1
"12880","ASV1652","LBH6_1492r",1
"12881","ASV1652","LWH2_1492r",1
"12882","ASV1652","LWH6_1492r",1
"12883","ASV1652","LWO4_1492r",1
"12884","ASV1652","LTA5_1492r",1
"12885","ASV1652","LMU1_1492r",0.983870967741935
"12886","ASV1653","LBH1_1492r",1
"12887","ASV1653","LBH4_1492r",1
"12888","ASV1653","LBH6_1492r",1
"12889","ASV1653","LWH2_1492r",1
"12890","ASV1653","LWH6_1492r",1
"12891","ASV1653","LWO4_1492r",1
"12892","ASV1653","LTA5_1492r",1
"12893","ASV1654","LBH1_1492r",1
"12894","ASV1654","LBH4_1492r",1
"12895","ASV1654","LBH6_1492r",1
"12896","ASV1654","LWH2_1492r",1
"12897","ASV1654","LWH6_1492r",1
"12898","ASV1654","LWO4_1492r",1
"12899","ASV1654","LTA5_1492r",1
"12900","ASV1655","LBH1_1492r",1
"12901","ASV1655","LBH4_1492r",1
"12902","ASV1655","LBH6_1492r",1
"12903","ASV1655","LWH2_1492r",1
"12904","ASV1655","LWH6_1492r",1
"12905","ASV1655","LWO4_1492r",1
"12906","ASV1655","LAT1_1492r",1
"12907","ASV1655","LTA5_1492r",1
"12908","ASV1656","LBH1_1492r",1
"12909","ASV1656","LBH4_1492r",1
"12910","ASV1656","LBH6_1492r",1
"12911","ASV1656","LWH2_1492r",1
"12912","ASV1656","LWH6_1492r",1
"12913","ASV1656","LWO4_1492r",1
"12914","ASV1656","LTA5_1492r",1
"12915","ASV1657","LBH1_1492r",1
"12916","ASV1657","LBH4_1492r",1
"12917","ASV1657","LBH6_1492r",1
"12918","ASV1657","LWH2_1492r",1
"12919","ASV1657","LWH6_1492r",1
"12920","ASV1657","LWO4_1492r",1
"12921","ASV1657","LTA5_1492r",1
"12922","ASV1658","LBH1_1492r",1
"12923","ASV1658","LBH4_1492r",1
"12924","ASV1658","LBH6_1492r",1
"12925","ASV1658","LWH2_1492r",1
"12926","ASV1658","LWH6_1492r",1
"12927","ASV1658","LWO4_1492r",1
"12928","ASV1658","LTA5_1492r",1
"12929","ASV1659","LBH1_1492r",1
"12930","ASV1659","LBH4_1492r",1
"12931","ASV1659","LBH6_1492r",1
"12932","ASV1659","LWH2_1492r",1
"12933","ASV1659","LWH6_1492r",1
"12934","ASV1659","LWO4_1492r",1
"12935","ASV1659","LTA5_1492r",1
"12936","ASV1660","LBH1_1492r",1
"12937","ASV1660","LBH4_1492r",1
"12938","ASV1660","LBH6_1492r",1
"12939","ASV1660","LWH2_1492r",1
"12940","ASV1660","LWH6_1492r",1
"12941","ASV1660","LWO4_1492r",1
"12942","ASV1660","LTA5_1492r",1
"12943","ASV1661","LBH1_1492r",1
"12944","ASV1661","LBH4_1492r",1
"12945","ASV1661","LBH6_1492r",1
"12946","ASV1661","LWH2_1492r",1
"12947","ASV1661","LWH6_1492r",1
"12948","ASV1661","LWO4_1492r",1
"12949","ASV1661","LAT1_1492r",1
"12950","ASV1661","LTA5_1492r",1
"12951","ASV1662","LBH1_1492r",1
"12952","ASV1662","LBH4_1492r",1
"12953","ASV1662","LBH6_1492r",1
"12954","ASV1662","LWH2_1492r",1
"12955","ASV1662","LWH6_1492r",1
"12956","ASV1662","LWO4_1492r",1
"12957","ASV1662","LAT1_1492r",1
"12958","ASV1662","LTA5_1492r",1
"12959","ASV1663","LBH1_1492r",1
"12960","ASV1663","LBH4_1492r",1
"12961","ASV1663","LBH6_1492r",1
"12962","ASV1663","LWH2_1492r",1
"12963","ASV1663","LWH6_1492r",1
"12964","ASV1663","LWO4_1492r",1
"12965","ASV1663","LTA5_1492r",1
"12966","ASV1664","LBH1_1492r",1
"12967","ASV1664","LBH4_1492r",1
"12968","ASV1664","LBH6_1492r",1
"12969","ASV1664","LWH2_1492r",1
"12970","ASV1664","LWH6_1492r",1
"12971","ASV1664","LWO4_1492r",1
"12972","ASV1664","LTA5_1492r",1
"12973","ASV1665","LBH1_1492r",1
"12974","ASV1665","LBH4_1492r",1
"12975","ASV1665","LBH6_1492r",1
"12976","ASV1665","LWH2_1492r",1
"12977","ASV1665","LWH6_1492r",1
"12978","ASV1665","LWO4_1492r",1
"12979","ASV1665","LTA5_1492r",1
"12980","ASV1666","LBH1_1492r",1
"12981","ASV1666","LBH4_1492r",1
"12982","ASV1666","LBH6_1492r",1
"12983","ASV1666","LWH2_1492r",1
"12984","ASV1666","LWH6_1492r",1
"12985","ASV1666","LWO4_1492r",1
"12986","ASV1666","LAT1_1492r",1
"12987","ASV1666","LTA5_1492r",1
"12988","ASV1667","LBH1_1492r",1
"12989","ASV1667","LBH4_1492r",1
"12990","ASV1667","LBH6_1492r",1
"12991","ASV1667","LWH2_1492r",1
"12992","ASV1667","LWH6_1492r",1
"12993","ASV1667","LWO4_1492r",1
"12994","ASV1667","LTA5_1492r",1
"12995","ASV1668","LBH1_1492r",1
"12996","ASV1668","LBH4_1492r",1
"12997","ASV1668","LBH6_1492r",1
"12998","ASV1668","LWH2_1492r",1
"12999","ASV1668","LWH6_1492r",1
"13000","ASV1668","LWO4_1492r",1
"13001","ASV1668","LTA5_1492r",1
"13002","ASV1669","LBH1_1492r",1
"13003","ASV1669","LBH4_1492r",1
"13004","ASV1669","LBH6_1492r",1
"13005","ASV1669","LWH2_1492r",1
"13006","ASV1669","LWH6_1492r",1
"13007","ASV1669","LWO4_1492r",1
"13008","ASV1669","LTA5_1492r",1
"13009","ASV1670","LBH1_1492r",1
"13010","ASV1670","LBH4_1492r",1
"13011","ASV1670","LBH6_1492r",1
"13012","ASV1670","LWH2_1492r",1
"13013","ASV1670","LWH6_1492r",1
"13014","ASV1670","LWO4_1492r",1
"13015","ASV1670","LAT1_1492r",1
"13016","ASV1670","LTA5_1492r",1
"13017","ASV1671","LBH1_1492r",1
"13018","ASV1671","LBH4_1492r",1
"13019","ASV1671","LBH6_1492r",1
"13020","ASV1671","LWH2_1492r",1
"13021","ASV1671","LWH6_1492r",1
"13022","ASV1671","LWO4_1492r",1
"13023","ASV1671","LTA5_1492r",1
"13024","ASV1672","LBH1_1492r",1
"13025","ASV1672","LBH4_1492r",1
"13026","ASV1672","LBH6_1492r",1
"13027","ASV1672","LWH2_1492r",1
"13028","ASV1672","LWH6_1492r",1
"13029","ASV1672","LWO4_1492r",1
"13030","ASV1672","LTA5_1492r",1
"13031","ASV1673","LBH1_1492r",1
"13032","ASV1673","LBH4_1492r",1
"13033","ASV1673","LBH6_1492r",1
"13034","ASV1673","LWH2_1492r",1
"13035","ASV1673","LWH6_1492r",1
"13036","ASV1673","LWO4_1492r",1
"13037","ASV1673","LAT1_1492r",1
"13038","ASV1673","LTA5_1492r",1
"13039","ASV1674","LBH1_1492r",1
"13040","ASV1674","LBH4_1492r",1
"13041","ASV1674","LBH6_1492r",1
"13042","ASV1674","LWH2_1492r",1
"13043","ASV1674","LWH6_1492r",1
"13044","ASV1674","LWO4_1492r",1
"13045","ASV1674","LTA5_1492r",1
"13046","ASV1675","LBH1_1492r",1
"13047","ASV1675","LBH4_1492r",1
"13048","ASV1675","LBH6_1492r",1
"13049","ASV1675","LWH2_1492r",1
"13050","ASV1675","LWH6_1492r",1
"13051","ASV1675","LWO4_1492r",1
"13052","ASV1675","LAT1_1492r",1
"13053","ASV1675","LTA5_1492r",1
"13054","ASV1676","LBH1_1492r",1
"13055","ASV1676","LBH4_1492r",1
"13056","ASV1676","LBH6_1492r",1
"13057","ASV1676","LWH2_1492r",1
"13058","ASV1676","LWH6_1492r",1
"13059","ASV1676","LWO4_1492r",1
"13060","ASV1676","LAT1_1492r",1
"13061","ASV1676","LTA5_1492r",1
"13062","ASV1677","LBH1_1492r",1
"13063","ASV1677","LBH4_1492r",1
"13064","ASV1677","LBH6_1492r",1
"13065","ASV1677","LWH2_1492r",1
"13066","ASV1677","LWH6_1492r",1
"13067","ASV1677","LWO4_1492r",1
"13068","ASV1677","LTA5_1492r",1
"13069","ASV1677","LMS1_1492r",0.975806451612903
"13070","ASV1678","LBH1_1492r",1
"13071","ASV1678","LBH4_1492r",1
"13072","ASV1678","LBH6_1492r",1
"13073","ASV1678","LWH2_1492r",1
"13074","ASV1678","LWH6_1492r",1
"13075","ASV1678","LWO4_1492r",1
"13076","ASV1678","LTA5_1492r",1
"13077","ASV1679","LBH1_1492r",1
"13078","ASV1679","LBH4_1492r",1
"13079","ASV1679","LBH6_1492r",1
"13080","ASV1679","LWH2_1492r",1
"13081","ASV1679","LWH6_1492r",1
"13082","ASV1679","LWO4_1492r",1
"13083","ASV1679","LTA5_1492r",1
"13084","ASV1679","LMS1_1492r",0.970430107526882
"13085","ASV1680","LBH1_1492r",1
"13086","ASV1680","LBH4_1492r",1
"13087","ASV1680","LBH6_1492r",1
"13088","ASV1680","LWH2_1492r",1
"13089","ASV1680","LWH6_1492r",1
"13090","ASV1680","LWO4_1492r",1
"13091","ASV1680","LAT1_1492r",1
"13092","ASV1680","LTA5_1492r",1
"13093","ASV1680","LMX3_1492r",0.979020979020979
"13094","ASV1680","LBO11_1492r",0.976253298153034
"13095","ASV1681","LBH1_1492r",1
"13096","ASV1681","LBH4_1492r",1
"13097","ASV1681","LBH6_1492r",1
"13098","ASV1681","LWH2_1492r",1
"13099","ASV1681","LWH6_1492r",1
"13100","ASV1681","LWO4_1492r",1
"13101","ASV1681","LTA5_1492r",1
"13102","ASV1682","LBH1_1492r",1
"13103","ASV1682","LBH4_1492r",1
"13104","ASV1682","LBH6_1492r",1
"13105","ASV1682","LWH2_1492r",1
"13106","ASV1682","LWH6_1492r",1
"13107","ASV1682","LWO4_1492r",1
"13108","ASV1682","LTA5_1492r",1
"13109","ASV1683","LBH1_1492r",1
"13110","ASV1683","LBH4_1492r",1
"13111","ASV1683","LBH6_1492r",1
"13112","ASV1683","LWH2_1492r",1
"13113","ASV1683","LWH6_1492r",1
"13114","ASV1683","LWO4_1492r",1
"13115","ASV1683","LTA5_1492r",1
"13116","ASV1684","LBH1_1492r",1
"13117","ASV1684","LBH4_1492r",1
"13118","ASV1684","LBH6_1492r",1
"13119","ASV1684","LWH2_1492r",1
"13120","ASV1684","LWH6_1492r",1
"13121","ASV1684","LWO4_1492r",1
"13122","ASV1684","LTA5_1492r",1
"13123","ASV1685","LBH1_1492r",1
"13124","ASV1685","LBH4_1492r",1
"13125","ASV1685","LBH6_1492r",1
"13126","ASV1685","LWH2_1492r",1
"13127","ASV1685","LWH6_1492r",1
"13128","ASV1685","LWO4_1492r",1
"13129","ASV1685","LTA5_1492r",1
"13130","ASV1686","LBH1_1492r",1
"13131","ASV1686","LBH4_1492r",1
"13132","ASV1686","LBH6_1492r",1
"13133","ASV1686","LWH2_1492r",1
"13134","ASV1686","LWH6_1492r",1
"13135","ASV1686","LWO4_1492r",1
"13136","ASV1686","LAT1_1492r",1
"13137","ASV1686","LTA5_1492r",1
"13138","ASV1687","LBH1_1492r",1
"13139","ASV1687","LBH4_1492r",1
"13140","ASV1687","LBH6_1492r",1
"13141","ASV1687","LWH2_1492r",1
"13142","ASV1687","LWH6_1492r",1
"13143","ASV1687","LWO4_1492r",1
"13144","ASV1687","LTA5_1492r",1
"13145","ASV1688","LBH1_1492r",1
"13146","ASV1688","LBH4_1492r",1
"13147","ASV1688","LBH6_1492r",1
"13148","ASV1688","LWH2_1492r",1
"13149","ASV1688","LWH6_1492r",1
"13150","ASV1688","LWO4_1492r",1
"13151","ASV1688","LAT1_1492r",1
"13152","ASV1688","LTA5_1492r",1
"13153","ASV1689","LBH1_1492r",1
"13154","ASV1689","LBH4_1492r",1
"13155","ASV1689","LBH6_1492r",1
"13156","ASV1689","LWH2_1492r",1
"13157","ASV1689","LWH6_1492r",1
"13158","ASV1689","LWO4_1492r",1
"13159","ASV1689","LTA5_1492r",1
"13160","ASV1690","LBH1_1492r",1
"13161","ASV1690","LBH4_1492r",1
"13162","ASV1690","LBH6_1492r",1
"13163","ASV1690","LWH2_1492r",1
"13164","ASV1690","LWH6_1492r",1
"13165","ASV1690","LWO4_1492r",1
"13166","ASV1690","LTA5_1492r",1
"13167","ASV1691","LBH1_1492r",1
"13168","ASV1691","LBH4_1492r",1
"13169","ASV1691","LBH6_1492r",1
"13170","ASV1691","LWH2_1492r",1
"13171","ASV1691","LWH6_1492r",1
"13172","ASV1691","LWO4_1492r",1
"13173","ASV1691","LAT1_1492r",1
"13174","ASV1691","LTA5_1492r",1
"13175","ASV1692","LBH1_1492r",1
"13176","ASV1692","LBH4_1492r",1
"13177","ASV1692","LBH6_1492r",1
"13178","ASV1692","LWH2_1492r",1
"13179","ASV1692","LWH6_1492r",1
"13180","ASV1692","LWO4_1492r",1
"13181","ASV1692","LTA5_1492r",1
"13182","ASV1693","LBH1_1492r",1
"13183","ASV1693","LBH4_1492r",1
"13184","ASV1693","LBH6_1492r",1
"13185","ASV1693","LWH2_1492r",1
"13186","ASV1693","LWH6_1492r",1
"13187","ASV1693","LWO4_1492r",1
"13188","ASV1693","LTA5_1492r",1
"13189","ASV1694","LBH1_1492r",1
"13190","ASV1694","LBH4_1492r",1
"13191","ASV1694","LBH6_1492r",1
"13192","ASV1694","LWH2_1492r",1
"13193","ASV1694","LWH6_1492r",1
"13194","ASV1694","LWO4_1492r",1
"13195","ASV1694","LTA5_1492r",1
"13196","ASV1695","LBH1_1492r",1
"13197","ASV1695","LBH4_1492r",1
"13198","ASV1695","LBH6_1492r",1
"13199","ASV1695","LWH2_1492r",1
"13200","ASV1695","LWH6_1492r",1
"13201","ASV1695","LWO4_1492r",1
"13202","ASV1695","LTA5_1492r",1
"13203","ASV1696","LBH1_1492r",1
"13204","ASV1696","LBH4_1492r",1
"13205","ASV1696","LBH6_1492r",1
"13206","ASV1696","LWH2_1492r",1
"13207","ASV1696","LWH6_1492r",1
"13208","ASV1696","LWO4_1492r",1
"13209","ASV1696","LTA5_1492r",1
"13210","ASV1697","LBH1_1492r",1
"13211","ASV1697","LBH4_1492r",1
"13212","ASV1697","LBH6_1492r",1
"13213","ASV1697","LWH2_1492r",1
"13214","ASV1697","LWH6_1492r",1
"13215","ASV1697","LWO4_1492r",1
"13216","ASV1697","LTA5_1492r",1
"13217","ASV1697","LMU1_1492r",0.981182795698925
"13218","ASV1697","LMS1_1492r",0.978494623655914
"13219","ASV1698","LBH1_1492r",1
"13220","ASV1698","LBH4_1492r",1
"13221","ASV1698","LBH6_1492r",1
"13222","ASV1698","LWH2_1492r",1
"13223","ASV1698","LWH6_1492r",1
"13224","ASV1698","LWO4_1492r",1
"13225","ASV1698","LAT1_1492r",1
"13226","ASV1698","LTA5_1492r",1
"13227","ASV1699","LBH1_1492r",1
"13228","ASV1699","LBH4_1492r",1
"13229","ASV1699","LBH6_1492r",1
"13230","ASV1699","LWH2_1492r",1
"13231","ASV1699","LWH6_1492r",1
"13232","ASV1699","LWO4_1492r",1
"13233","ASV1699","LAT1_1492r",1
"13234","ASV1699","LTA5_1492r",1
"13235","ASV1700","LBH1_1492r",1
"13236","ASV1700","LBH4_1492r",1
"13237","ASV1700","LBH6_1492r",1
"13238","ASV1700","LWH2_1492r",1
"13239","ASV1700","LWH6_1492r",1
"13240","ASV1700","LWO4_1492r",1
"13241","ASV1700","LTA5_1492r",1
"13242","ASV1701","LBH1_1492r",1
"13243","ASV1701","LBH4_1492r",1
"13244","ASV1701","LBH6_1492r",1
"13245","ASV1701","LWH2_1492r",1
"13246","ASV1701","LWH6_1492r",1
"13247","ASV1701","LWO4_1492r",1
"13248","ASV1701","LTA5_1492r",1
"13249","ASV1702","LBH1_1492r",1
"13250","ASV1702","LBH4_1492r",1
"13251","ASV1702","LBH6_1492r",1
"13252","ASV1702","LWH2_1492r",1
"13253","ASV1702","LWH6_1492r",1
"13254","ASV1702","LWO4_1492r",1
"13255","ASV1702","LTA5_1492r",1
"13256","ASV1702","LMU1_1492r",0.983870967741935
"13257","ASV1702","LMS1_1492r",0.981182795698925
"13258","ASV1703","LBH1_1492r",1
"13259","ASV1703","LBH4_1492r",1
"13260","ASV1703","LBH6_1492r",1
"13261","ASV1703","LWH2_1492r",1
"13262","ASV1703","LWH6_1492r",1
"13263","ASV1703","LWO4_1492r",1
"13264","ASV1703","LAT1_1492r",1
"13265","ASV1703","LTA5_1492r",1
"13266","ASV1704","LBH1_1492r",1
"13267","ASV1704","LBH4_1492r",1
"13268","ASV1704","LBH6_1492r",1
"13269","ASV1704","LWH2_1492r",1
"13270","ASV1704","LWH6_1492r",1
"13271","ASV1704","LWO4_1492r",1
"13272","ASV1704","LTA5_1492r",1
"13273","ASV1705","LBH1_1492r",1
"13274","ASV1705","LBH4_1492r",1
"13275","ASV1705","LBH6_1492r",1
"13276","ASV1705","LWH2_1492r",1
"13277","ASV1705","LWH6_1492r",1
"13278","ASV1705","LWO4_1492r",1
"13279","ASV1705","LTA5_1492r",1
"13280","ASV1706","LBH1_1492r",1
"13281","ASV1706","LBH4_1492r",1
"13282","ASV1706","LBH6_1492r",1
"13283","ASV1706","LWH2_1492r",1
"13284","ASV1706","LWH6_1492r",1
"13285","ASV1706","LWO4_1492r",1
"13286","ASV1706","LTA5_1492r",1
"13287","ASV1707","LBH1_1492r",1
"13288","ASV1707","LBH4_1492r",1
"13289","ASV1707","LBH6_1492r",1
"13290","ASV1707","LWH2_1492r",1
"13291","ASV1707","LWH6_1492r",1
"13292","ASV1707","LWO4_1492r",1
"13293","ASV1707","LTA5_1492r",1
"13294","ASV1708","LBH1_1492r",1
"13295","ASV1708","LBH4_1492r",1
"13296","ASV1708","LBH6_1492r",1
"13297","ASV1708","LWH2_1492r",1
"13298","ASV1708","LWH6_1492r",1
"13299","ASV1708","LWO4_1492r",1
"13300","ASV1708","LAT1_1492r",1
"13301","ASV1708","LTA5_1492r",1
"13302","ASV1709","LBH1_1492r",1
"13303","ASV1709","LBH4_1492r",1
"13304","ASV1709","LBH6_1492r",1
"13305","ASV1709","LWH2_1492r",1
"13306","ASV1709","LWH6_1492r",1
"13307","ASV1709","LWO4_1492r",1
"13308","ASV1709","LTA5_1492r",1
"13309","ASV1710","LBH1_1492r",1
"13310","ASV1710","LBH4_1492r",1
"13311","ASV1710","LBH6_1492r",1
"13312","ASV1710","LWH2_1492r",1
"13313","ASV1710","LWH6_1492r",1
"13314","ASV1710","LWO4_1492r",1
"13315","ASV1710","LAT1_1492r",1
"13316","ASV1710","LTA5_1492r",1
"13317","ASV1711","LBH1_1492r",1
"13318","ASV1711","LBH4_1492r",1
"13319","ASV1711","LBH6_1492r",1
"13320","ASV1711","LWH2_1492r",1
"13321","ASV1711","LWH6_1492r",1
"13322","ASV1711","LWO4_1492r",1
"13323","ASV1711","LAT1_1492r",1
"13324","ASV1711","LTA5_1492r",1
"13325","ASV1712","LBH1_1492r",1
"13326","ASV1712","LBH4_1492r",1
"13327","ASV1712","LBH6_1492r",1
"13328","ASV1712","LWH2_1492r",1
"13329","ASV1712","LWH6_1492r",1
"13330","ASV1712","LWO4_1492r",1
"13331","ASV1712","LTA5_1492r",1
"13332","ASV1713","LBH1_1492r",1
"13333","ASV1713","LBH4_1492r",1
"13334","ASV1713","LBH6_1492r",1
"13335","ASV1713","LWH2_1492r",1
"13336","ASV1713","LWH6_1492r",1
"13337","ASV1713","LWO4_1492r",1
"13338","ASV1713","LAT1_1492r",1
"13339","ASV1713","LTA5_1492r",1
"13340","ASV1714","LBH1_1492r",1
"13341","ASV1714","LBH4_1492r",1
"13342","ASV1714","LBH6_1492r",1
"13343","ASV1714","LWH2_1492r",1
"13344","ASV1714","LWH6_1492r",1
"13345","ASV1714","LWO4_1492r",1
"13346","ASV1714","LTA5_1492r",1
"13347","ASV1715","LBH1_1492r",1
"13348","ASV1715","LBH4_1492r",1
"13349","ASV1715","LBH6_1492r",1
"13350","ASV1715","LWH2_1492r",1
"13351","ASV1715","LWH6_1492r",1
"13352","ASV1715","LWO4_1492r",1
"13353","ASV1715","LAT1_1492r",1
"13354","ASV1715","LTA5_1492r",1
"13355","ASV1716","LBH1_1492r",1
"13356","ASV1716","LBH4_1492r",1
"13357","ASV1716","LBH6_1492r",1
"13358","ASV1716","LWH2_1492r",1
"13359","ASV1716","LWH6_1492r",1
"13360","ASV1716","LWO4_1492r",1
"13361","ASV1716","LTA5_1492r",1
"13362","ASV1717","LBH1_1492r",1
"13363","ASV1717","LBH4_1492r",1
"13364","ASV1717","LBH6_1492r",1
"13365","ASV1717","LWH2_1492r",1
"13366","ASV1717","LWH6_1492r",1
"13367","ASV1717","LWO4_1492r",1
"13368","ASV1717","LAT1_1492r",1
"13369","ASV1717","LTA5_1492r",1
"13370","ASV1718","LBH1_1492r",1
"13371","ASV1718","LBH4_1492r",1
"13372","ASV1718","LBH6_1492r",1
"13373","ASV1718","LWH2_1492r",1
"13374","ASV1718","LWH6_1492r",1
"13375","ASV1718","LWO4_1492r",1
"13376","ASV1718","LTA5_1492r",1
"13377","ASV1719","LBH1_1492r",1
"13378","ASV1719","LBH4_1492r",1
"13379","ASV1719","LBH6_1492r",1
"13380","ASV1719","LWH2_1492r",1
"13381","ASV1719","LWH6_1492r",1
"13382","ASV1719","LWO4_1492r",1
"13383","ASV1719","LAT1_1492r",1
"13384","ASV1719","LTA5_1492r",1
"13385","ASV1720","LBH1_1492r",1
"13386","ASV1720","LBH4_1492r",1
"13387","ASV1720","LBH6_1492r",1
"13388","ASV1720","LWH2_1492r",1
"13389","ASV1720","LWH6_1492r",1
"13390","ASV1720","LWO4_1492r",1
"13391","ASV1720","LTA5_1492r",1
"13392","ASV1721","LBH1_1492r",1
"13393","ASV1721","LBH4_1492r",1
"13394","ASV1721","LBH6_1492r",1
"13395","ASV1721","LWH2_1492r",1
"13396","ASV1721","LWH6_1492r",1
"13397","ASV1721","LWO4_1492r",1
"13398","ASV1721","LAT1_1492r",1
"13399","ASV1721","LTA5_1492r",1
"13400","ASV1722","LBH1_1492r",1
"13401","ASV1722","LBH4_1492r",1
"13402","ASV1722","LBH6_1492r",1
"13403","ASV1722","LWH2_1492r",1
"13404","ASV1722","LWH6_1492r",1
"13405","ASV1722","LWO4_1492r",1
"13406","ASV1722","LTA5_1492r",1
"13407","ASV1723","LBH1_1492r",1
"13408","ASV1723","LBH4_1492r",1
"13409","ASV1723","LBH6_1492r",1
"13410","ASV1723","LWH2_1492r",1
"13411","ASV1723","LWH6_1492r",1
"13412","ASV1723","LWO4_1492r",1
"13413","ASV1723","LTA5_1492r",1
"13414","ASV1724","LBH1_1492r",1
"13415","ASV1724","LBH4_1492r",1
"13416","ASV1724","LBH6_1492r",1
